"idRegistro";"dataHora";"valor";"fkMaquina";"fkComponente"
1501;"2023-09-12 16:26:01";4.0;2000;3
1502;"2023-09-12 16:26:02";2.0;2000;3
1503;"2023-09-12 16:26:03";1.1;2000;3
1504;"2023-09-12 16:26:04";1.5;2000;3
1505;"2023-09-12 16:26:05";1.7;2000;3
1506;"2023-09-12 16:26:06";2.0;2000;3
1507;"2023-09-12 16:26:07";1.1;2000;3
1508;"2023-09-12 16:26:08";0.7;2000;3
1509;"2023-09-12 16:26:09";1.1;2000;3
1510;"2023-09-12 16:26:10";1.4;2000;3
1511;"2023-09-12 16:26:11";1.2;2000;3
1512;"2023-09-12 16:26:12";2.0;2000;3
1513;"2023-09-12 16:26:13";1.4;2000;3
1514;"2023-09-12 16:26:14";0.9;2000;3
1515;"2023-09-12 16:26:15";1.8;2000;3
1516;"2023-09-12 16:26:16";1.0;2000;3
1517;"2023-09-12 16:26:17";1.4;2000;3
1518;"2023-09-12 16:26:18";0.7;2000;3
1519;"2023-09-12 16:26:19";1.2;2000;3
1520;"2023-09-12 16:26:20";4.1;2000;3
1521;"2023-09-12 16:26:21";1.1;2000;3
1522;"2023-09-12 16:26:22";5.1;2000;3
1523;"2023-09-12 16:26:23";6.7;2000;3
1524;"2023-09-12 16:26:24";8.2;2000;3
1525;"2023-09-12 16:26:25";5.1;2000;3
1526;"2023-09-12 16:26:26";5.6;2000;3
1527;"2023-09-12 16:26:27";4.1;2000;3
1528;"2023-09-12 16:26:28";8.2;2000;3
1529;"2023-09-12 16:26:29";4.9;2000;3
1530;"2023-09-12 16:26:30";1.0;2000;3
1531;"2023-09-12 16:26:31";2.1;2000;3
1532;"2023-09-12 16:26:32";3.4;2000;3
1533;"2023-09-12 16:26:33";1.1;2000;3
1534;"2023-09-12 16:26:35";0.9;2000;3
1535;"2023-09-12 16:26:36";1.4;2000;3
1536;"2023-09-12 16:26:37";2.8;2000;3
1537;"2023-09-12 16:26:38";2.0;2000;3
1538;"2023-09-12 16:26:39";3.2;2000;3
1539;"2023-09-12 16:26:40";0.9;2000;3
1540;"2023-09-12 16:26:41";0.7;2000;3
1541;"2023-09-12 16:26:42";0.9;2000;3
1542;"2023-09-12 16:26:43";1.6;2000;3
1543;"2023-09-12 16:26:44";1.1;2000;3
1544;"2023-09-12 16:26:45";1.6;2000;3
1545;"2023-09-12 16:26:46";1.3;2000;3
1546;"2023-09-12 16:26:47";9.9;2000;3
1547;"2023-09-12 16:26:48";1.9;2000;3
1548;"2023-09-12 16:26:49";2.6;2000;3
1549;"2023-09-12 16:26:50";2.4;2000;3
1550;"2023-09-12 16:26:51";5.0;2000;3
1551;"2023-09-12 16:26:52";2.0;2000;3
1552;"2023-09-12 16:26:53";1.9;2000;3
1553;"2023-09-12 16:26:54";1.3;2000;3
1554;"2023-09-12 16:26:55";2.8;2000;3
1555;"2023-09-12 16:26:56";2.4;2000;3
1556;"2023-09-12 16:26:57";0.3;2000;3
1557;"2023-09-12 16:26:58";1.6;2000;3
1558;"2023-09-12 16:26:59";3.4;2000;3
1559;"2023-09-12 16:27:00";4.9;2000;3
1560;"2023-09-12 16:27:01";2.4;2000;3
1561;"2023-09-12 16:27:02";1.8;2000;3
1562;"2023-09-12 16:27:03";0.5;2000;3
1563;"2023-09-12 16:27:04";7.6;2000;3
1564;"2023-09-12 16:27:05";6.7;2000;3
1565;"2023-09-12 16:27:06";3.4;2000;3
1566;"2023-09-12 16:27:07";7.3;2000;3
1567;"2023-09-12 16:27:08";1.5;2000;3
1568;"2023-09-12 16:27:09";2.4;2000;3
1569;"2023-09-12 16:27:10";3.2;2000;3
1570;"2023-09-12 16:27:11";3.0;2000;3
1571;"2023-09-12 16:27:12";1.6;2000;3
1572;"2023-09-12 16:27:13";1.8;2000;3
1573;"2023-09-12 16:27:14";1.4;2000;3
1574;"2023-09-12 16:27:15";0.5;2000;3
1575;"2023-09-12 16:27:16";1.0;2000;3
1576;"2023-09-12 16:27:17";2.0;2000;3
1577;"2023-09-12 16:27:18";1.2;2000;3
1578;"2023-09-12 16:27:19";0.7;2000;3
1579;"2023-09-12 16:27:20";6.8;2000;3
1580;"2023-09-12 16:27:21";7.1;2000;3
1581;"2023-09-12 16:27:22";11.2;2000;3
1582;"2023-09-12 16:27:23";4.6;2000;3
1583;"2023-09-12 16:27:24";5.9;2000;3
1584;"2023-09-12 16:27:25";3.8;2000;3
1585;"2023-09-12 16:27:26";9.0;2000;3
1586;"2023-09-12 16:27:27";1.4;2000;3
1587;"2023-09-12 16:27:28";0.3;2000;3
1588;"2023-09-12 16:27:29";2.4;2000;3
1589;"2023-09-12 16:27:30";1.2;2000;3
1590;"2023-09-12 16:27:31";0.9;2000;3
1591;"2023-09-12 16:27:32";0.5;2000;3
1592;"2023-09-12 16:27:33";0.7;2000;3
1593;"2023-09-12 16:27:34";1.4;2000;3
1594;"2023-09-12 16:27:35";0.9;2000;3
1595;"2023-09-12 16:27:36";1.1;2000;3
1596;"2023-09-12 16:27:37";0.5;2000;3
1597;"2023-09-12 16:27:39";1.0;2000;3
1598;"2023-09-12 16:27:40";1.1;2000;3
1599;"2023-09-12 16:27:41";1.3;2000;3
1600;"2023-09-12 16:27:42";0.9;2000;3
1601;"2023-09-12 16:27:43";2.6;2000;3
1602;"2023-09-12 16:27:44";1.0;2000;3
1603;"2023-09-12 16:27:45";1.2;2000;3
1604;"2023-09-12 16:27:46";1.6;2000;3
1605;"2023-09-12 16:27:47";2.8;2000;3
1606;"2023-09-12 16:27:48";1.4;2000;3
1607;"2023-09-12 16:27:49";2.0;2000;3
1608;"2023-09-12 16:27:50";1.2;2000;3
1609;"2023-09-12 16:27:51";4.6;2000;3
1610;"2023-09-12 16:27:52";2.8;2000;3
1611;"2023-09-12 16:27:53";1.4;2000;3
1612;"2023-09-12 16:27:54";0.7;2000;3
1613;"2023-09-12 16:27:55";3.2;2000;3
1614;"2023-09-12 16:27:56";5.2;2000;3
1615;"2023-09-12 16:27:57";1.6;2000;3
1616;"2023-09-12 16:27:58";0.5;2000;3
1617;"2023-09-12 16:27:59";0.7;2000;3
1618;"2023-09-12 16:28:00";5.4;2000;3
1619;"2023-09-12 16:28:01";2.4;2000;3
1620;"2023-09-12 16:28:02";1.6;2000;3
1621;"2023-09-12 16:28:03";3.6;2000;3
1622;"2023-09-12 16:28:04";0.7;2000;3
1623;"2023-09-12 16:28:05";2.0;2000;3
1624;"2023-09-12 16:28:06";2.8;2000;3
1625;"2023-09-12 16:28:07";2.6;2000;3
1626;"2023-09-12 16:28:08";1.4;2000;3
1627;"2023-09-12 16:28:09";0.9;2000;3
1628;"2023-09-12 16:28:10";1.4;2000;3
1629;"2023-09-12 16:28:11";2.0;2000;3
1630;"2023-09-12 16:28:12";1.8;2000;3
1631;"2023-09-12 16:28:13";2.5;2000;3
1632;"2023-09-12 16:28:14";0.9;2000;3
1633;"2023-09-12 16:28:15";2.6;2000;3
1634;"2023-09-12 16:28:16";1.1;2000;3
1635;"2023-09-12 16:28:17";3.0;2000;3
1636;"2023-09-12 16:28:18";2.0;2000;3
1637;"2023-09-12 16:28:19";1.8;2000;3
1638;"2023-09-12 16:28:20";5.0;2000;3
1639;"2023-09-12 16:28:21";4.0;2000;3
1640;"2023-09-12 16:28:22";5.5;2000;3
1641;"2023-09-12 16:28:23";5.2;2000;3
1642;"2023-09-12 16:28:24";5.8;2000;3
1643;"2023-09-12 16:28:25";10.3;2000;3
1644;"2023-09-12 16:28:26";3.6;2000;3
1645;"2023-09-12 16:28:27";1.1;2000;3
1646;"2023-09-12 16:28:28";2.0;2000;3
1647;"2023-09-12 16:28:29";2.2;2000;3
1648;"2023-09-12 16:28:30";2.4;2000;3
1649;"2023-09-12 16:28:31";2.8;2000;3
1650;"2023-09-12 16:28:32";2.4;2000;3
1651;"2023-09-12 16:28:33";2.6;2000;3
1652;"2023-09-12 16:28:34";3.1;2000;3
1653;"2023-09-12 16:28:35";1.8;2000;3
1654;"2023-09-12 16:28:36";1.1;2000;3
1655;"2023-09-12 16:28:37";1.3;2000;3
1656;"2023-09-12 16:28:38";1.5;2000;3
1657;"2023-09-12 16:28:39";1.4;2000;3
1658;"2023-09-12 16:28:40";1.8;2000;3
1659;"2023-09-12 16:28:41";4.3;2000;3
1660;"2023-09-12 16:28:42";6.1;2000;3
1661;"2023-09-12 16:28:43";2.2;2000;3
1662;"2023-09-12 16:28:44";1.8;2000;3
1663;"2023-09-12 16:28:45";2.9;2000;3
1664;"2023-09-12 16:28:46";2.0;2000;3
1665;"2023-09-12 16:28:47";1.3;2000;3
1666;"2023-09-12 16:28:48";1.4;2000;3
1667;"2023-09-12 16:28:49";1.1;2000;3
1668;"2023-09-12 16:28:50";1.2;2000;3
1669;"2023-09-12 16:28:51";2.0;2000;3
1670;"2023-09-12 16:28:52";11.2;2000;3
1671;"2023-09-12 16:28:53";0.7;2000;3
1672;"2023-09-12 16:28:55";1.6;2000;3
1673;"2023-09-12 16:28:56";1.9;2000;3
1674;"2023-09-12 16:28:57";3.1;2000;3
1675;"2023-09-12 16:28:58";1.1;2000;3
1676;"2023-09-12 16:28:59";2.2;2000;3
1677;"2023-09-12 16:29:00";7.0;2000;3
1678;"2023-09-12 16:29:01";8.9;2000;3
1679;"2023-09-12 16:29:02";6.1;2000;3
1680;"2023-09-12 16:29:03";7.3;2000;3
1681;"2023-09-12 16:29:04";4.3;2000;3
1682;"2023-09-12 16:29:05";2.0;2000;3
1683;"2023-09-12 16:29:06";0.5;2000;3
1684;"2023-09-12 16:29:07";11.0;2000;3
1685;"2023-09-12 16:29:08";0.5;2000;3
1686;"2023-09-12 16:29:09";2.8;2000;3
1687;"2023-09-12 16:29:10";3.4;2000;3
1688;"2023-09-12 16:29:11";1.8;2000;3
1689;"2023-09-12 16:29:12";1.8;2000;3
1690;"2023-09-12 16:29:13";1.8;2000;3
1691;"2023-09-12 16:29:14";2.0;2000;3
1692;"2023-09-12 16:29:15";1.4;2000;3
1693;"2023-09-12 16:29:16";1.2;2000;3
1694;"2023-09-12 16:29:17";0.9;2000;3
1695;"2023-09-12 16:29:18";1.5;2000;3
1696;"2023-09-12 16:29:19";1.6;2000;3
1697;"2023-09-12 16:29:20";1.1;2000;3
1698;"2023-09-12 16:29:21";0.3;2000;3
1699;"2023-09-12 16:29:22";1.4;2000;3
1700;"2023-09-12 16:29:23";0.9;2000;3
1701;"2023-09-12 16:29:24";2.2;2000;3
1702;"2023-09-12 16:29:25";2.6;2000;3
1703;"2023-09-12 16:29:26";6.0;2000;3
1704;"2023-09-12 16:29:27";7.9;2000;3
1705;"2023-09-12 16:29:28";10.2;2000;3
1706;"2023-09-12 16:29:29";10.2;2000;3
1707;"2023-09-12 16:29:30";8.4;2000;3
1708;"2023-09-12 16:29:31";8.1;2000;3
1709;"2023-09-12 16:29:32";6.3;2000;3
1710;"2023-09-12 16:29:33";1.2;2000;3
1711;"2023-09-12 16:29:34";0.9;2000;3
1712;"2023-09-12 16:29:35";0.5;2000;3
1713;"2023-09-12 16:29:36";1.6;2000;3
1714;"2023-09-12 16:29:37";2.0;2000;3
1715;"2023-09-12 16:29:38";2.9;2000;3
1716;"2023-09-12 16:29:39";2.0;2000;3
1717;"2023-09-12 16:29:40";1.8;2000;3
1718;"2023-09-12 16:29:41";7.9;2000;3
1719;"2023-09-12 16:29:42";21.2;2000;3
1720;"2023-09-12 16:29:43";11.9;2000;3
1721;"2023-09-12 16:29:44";14.4;2000;3
1722;"2023-09-12 16:29:45";16.8;2000;3
1723;"2023-09-12 16:29:46";4.4;2000;3
1724;"2023-09-12 16:29:47";8.3;2000;3
1725;"2023-09-12 16:29:48";2.6;2000;3
1726;"2023-09-12 16:29:49";9.1;2000;3
1727;"2023-09-12 16:29:50";13.9;2000;3
1728;"2023-09-12 16:29:51";3.0;2000;3
1729;"2023-09-12 16:29:52";3.7;2000;3
1730;"2023-09-12 16:29:53";17.7;2000;3
1731;"2023-09-12 16:29:54";2.0;2000;3
1732;"2023-09-12 16:29:55";7.8;2000;3
1733;"2023-09-12 16:29:56";7.2;2000;3
1734;"2023-09-12 16:29:57";5.2;2000;3
1735;"2023-09-12 16:29:58";1.1;2000;3
1736;"2023-09-12 16:29:59";5.3;2000;3
1737;"2023-09-12 16:30:01";6.4;2000;3
1738;"2023-09-12 16:30:02";0.9;2000;3
1739;"2023-09-12 16:30:03";1.5;2000;3
1740;"2023-09-12 16:30:04";2.8;2000;3
1741;"2023-09-12 16:30:05";1.6;2000;3
1742;"2023-09-12 16:30:06";1.3;2000;3
1743;"2023-09-12 16:30:07";0.5;2000;3
1744;"2023-09-12 16:30:08";1.8;2000;3
1745;"2023-09-12 16:30:09";1.6;2000;3
1746;"2023-09-12 16:30:10";4.2;2000;3
1747;"2023-09-12 16:30:11";2.6;2000;3
1748;"2023-09-12 16:30:12";1.8;2000;3
1749;"2023-09-12 16:30:13";0.7;2000;3
1750;"2023-09-12 16:30:14";0.7;2000;3
1751;"2023-09-12 16:30:15";2.6;2000;3
1752;"2023-09-12 16:30:16";1.6;2000;3
1753;"2023-09-12 16:30:17";1.0;2000;3
1754;"2023-09-12 16:30:18";1.6;2000;3
1755;"2023-09-12 16:30:19";1.8;2000;3
1756;"2023-09-12 16:30:20";1.8;2000;3
1757;"2023-09-12 16:30:21";1.3;2000;3
1758;"2023-09-12 16:30:22";1.5;2000;3
1759;"2023-09-12 16:30:23";1.8;2000;3
1760;"2023-09-12 16:30:24";2.8;2000;3
1761;"2023-09-12 16:30:25";0.8;2000;3
1762;"2023-09-12 16:30:26";2.4;2000;3
1763;"2023-09-12 16:30:27";5.5;2000;3
1764;"2023-09-12 16:30:28";1.8;2000;3
1765;"2023-09-12 16:30:29";1.6;2000;3
1766;"2023-09-12 16:30:30";3.0;2000;3
1767;"2023-09-12 16:30:31";2.8;2000;3
1768;"2023-09-12 16:30:32";2.6;2000;3
1769;"2023-09-12 16:30:33";5.0;2000;3
1770;"2023-09-12 16:30:34";2.2;2000;3
1771;"2023-09-12 16:30:35";0.9;2000;3
1772;"2023-09-12 16:30:36";5.2;2000;3
1773;"2023-09-12 16:30:37";1.2;2000;3
1774;"2023-09-12 16:30:38";2.2;2000;3
1775;"2023-09-12 16:30:39";5.1;2000;3
1776;"2023-09-12 16:30:40";2.0;2000;3
1777;"2023-09-12 16:30:41";1.6;2000;3
1778;"2023-09-12 16:30:42";1.8;2000;3
1779;"2023-09-12 16:30:43";3.2;2000;3
1780;"2023-09-12 16:30:44";2.0;2000;3
1781;"2023-09-12 16:30:45";2.4;2000;3
1782;"2023-09-12 16:30:46";1.6;2000;3
1783;"2023-09-12 16:30:47";1.0;2000;3
1784;"2023-09-12 16:30:48";1.0;2000;3
1785;"2023-09-12 16:30:49";1.6;2000;3
1786;"2023-09-12 16:30:50";1.8;2000;3
1787;"2023-09-12 16:30:51";0.9;2000;3
1788;"2023-09-12 16:30:52";1.0;2000;3
1789;"2023-09-12 16:30:53";1.2;2000;3
1790;"2023-09-12 16:30:54";2.0;2000;3
1791;"2023-09-12 16:30:55";2.0;2000;3
1792;"2023-09-12 16:30:56";1.1;2000;3
1793;"2023-09-12 16:30:57";1.5;2000;3
1794;"2023-09-12 16:30:58";2.7;2000;3
1795;"2023-09-12 16:30:59";1.4;2000;3
1796;"2023-09-12 16:31:00";3.7;2000;3
1797;"2023-09-12 16:31:01";1.5;2000;3
1798;"2023-09-12 16:31:03";1.0;2000;3
1799;"2023-09-12 16:31:04";4.2;2000;3
1800;"2023-09-12 16:31:05";1.6;2000;3
1801;"2023-09-12 16:31:06";5.3;2000;3
1802;"2023-09-12 16:31:07";0.3;2000;3
1803;"2023-09-12 16:31:08";1.8;2000;3
1804;"2023-09-12 16:31:09";3.9;2000;3
1805;"2023-09-12 16:31:10";2.0;2000;3
1806;"2023-09-12 16:31:11";1.0;2000;3
1807;"2023-09-12 16:31:12";2.4;2000;3
1808;"2023-09-12 16:31:13";0.8;2000;3
1809;"2023-09-12 16:31:14";0.9;2000;3
1810;"2023-09-12 16:31:15";2.0;2000;3
1811;"2023-09-12 16:31:16";1.2;2000;3
1812;"2023-09-12 16:31:17";7.2;2000;3
1813;"2023-09-12 16:31:18";3.4;2000;3
1814;"2023-09-12 16:31:19";6.3;2000;3
1815;"2023-09-12 16:31:20";1.6;2000;3
1816;"2023-09-12 16:31:21";0.7;2000;3
1817;"2023-09-12 16:31:22";1.0;2000;3
1818;"2023-09-12 16:31:23";1.0;2000;3
1819;"2023-09-12 16:31:24";1.8;2000;3
1820;"2023-09-12 16:31:25";4.6;2000;3
1821;"2023-09-12 16:31:26";2.4;2000;3
1822;"2023-09-12 16:31:27";1.4;2000;3
1823;"2023-09-12 16:31:28";1.8;2000;3
1824;"2023-09-12 16:31:29";1.6;2000;3
1825;"2023-09-12 16:31:30";2.8;2000;3
1826;"2023-09-12 16:31:31";2.4;2000;3
1827;"2023-09-12 16:31:32";0.5;2000;3
1828;"2023-09-12 16:31:33";1.7;2000;3
1829;"2023-09-12 16:31:34";6.9;2000;3
1830;"2023-09-12 16:31:35";1.6;2000;3
1831;"2023-09-12 16:31:36";1.2;2000;3
1832;"2023-09-12 16:31:37";2.5;2000;3
1833;"2023-09-12 16:31:38";1.4;2000;3
1834;"2023-09-12 16:31:39";1.4;2000;3
1835;"2023-09-12 16:31:40";0.3;2000;3
1836;"2023-09-12 16:31:41";1.8;2000;3
1837;"2023-09-12 16:31:42";1.4;2000;3
1838;"2023-09-12 16:31:43";0.9;2000;3
1839;"2023-09-12 16:31:44";3.0;2000;3
1840;"2023-09-12 16:31:45";8.0;2000;3
1841;"2023-09-12 16:31:46";4.3;2000;3
1842;"2023-09-12 16:31:47";1.2;2000;3
1843;"2023-09-12 16:31:48";1.0;2000;3
1844;"2023-09-12 16:31:49";8.3;2000;3
1845;"2023-09-12 16:31:50";16.5;2000;3
1846;"2023-09-12 16:31:51";12.6;2000;3
1847;"2023-09-12 16:31:52";5.0;2000;3
1848;"2023-09-12 16:31:53";5.4;2000;3
1849;"2023-09-12 16:31:54";3.5;2000;3
1850;"2023-09-12 16:31:55";2.2;2000;3
1851;"2023-09-12 16:31:56";0.7;2000;3
1852;"2023-09-12 16:31:57";1.4;2000;3
1853;"2023-09-12 16:31:59";0.5;2000;3
1854;"2023-09-12 16:32:00";1.8;2000;3
1855;"2023-09-12 16:32:01";2.2;2000;3
1856;"2023-09-12 16:32:02";11.6;2000;3
1857;"2023-09-12 16:32:03";1.6;2000;3
1858;"2023-09-12 16:32:04";1.3;2000;3
1859;"2023-09-12 16:32:05";4.5;2000;3
1860;"2023-09-12 16:32:06";2.4;2000;3
1861;"2023-09-12 16:32:07";0.7;2000;3
1862;"2023-09-12 16:32:08";2.2;2000;3
1863;"2023-09-12 16:32:09";1.7;2000;3
1864;"2023-09-12 16:32:10";2.4;2000;3
1865;"2023-09-12 16:32:11";2.0;2000;3
1866;"2023-09-12 16:32:12";0.9;2000;3
1867;"2023-09-12 16:32:13";1.2;2000;3
1868;"2023-09-12 16:32:14";0.9;2000;3
1869;"2023-09-12 16:32:15";2.2;2000;3
1870;"2023-09-12 16:32:16";0.5;2000;3
1871;"2023-09-12 16:32:17";0.9;2000;3
1872;"2023-09-12 16:32:18";2.2;2000;3
1873;"2023-09-12 16:32:19";2.2;2000;3
1874;"2023-09-12 16:32:20";3.3;2000;3
1875;"2023-09-12 16:32:21";4.9;2000;3
1876;"2023-09-12 16:32:22";3.5;2000;3
1877;"2023-09-12 16:32:23";6.6;2000;3
1878;"2023-09-12 16:32:24";6.1;2000;3
1879;"2023-09-12 16:32:25";4.3;2000;3
1880;"2023-09-12 16:32:26";2.2;2000;3
1881;"2023-09-12 16:32:27";1.5;2000;3
1882;"2023-09-12 16:32:28";1.0;2000;3
1883;"2023-09-12 16:32:29";1.8;2000;3
1884;"2023-09-12 16:32:30";0.5;2000;3
1885;"2023-09-12 16:32:31";2.4;2000;3
1886;"2023-09-12 16:32:32";0.5;2000;3
1887;"2023-09-12 16:32:33";1.2;2000;3
1888;"2023-09-12 16:32:34";2.6;2000;3
1889;"2023-09-12 16:32:35";3.7;2000;3
1890;"2023-09-12 16:32:36";3.1;2000;3
1891;"2023-09-12 16:32:37";2.2;2000;3
1892;"2023-09-12 16:32:38";2.7;2000;3
1893;"2023-09-12 16:32:39";2.2;2000;3
1894;"2023-09-12 16:32:40";1.6;2000;3
1895;"2023-09-12 16:32:41";4.4;2000;3
1896;"2023-09-12 16:32:42";4.5;2000;3
1897;"2023-09-12 16:32:43";1.2;2000;3
1898;"2023-09-12 16:32:44";1.5;2000;3
1899;"2023-09-12 16:32:45";4.4;2000;3
1900;"2023-09-12 16:32:46";2.4;2000;3
1901;"2023-09-12 16:32:47";1.3;2000;3
1902;"2023-09-12 16:32:48";3.0;2000;3
1903;"2023-09-12 16:32:49";2.6;2000;3
1904;"2023-09-12 16:32:50";2.8;2000;3
1905;"2023-09-12 16:32:51";2.2;2000;3
1906;"2023-09-12 16:32:52";0.5;2000;3
1907;"2023-09-12 16:32:53";2.6;2000;3
1908;"2023-09-12 16:32:54";2.6;2000;3
1909;"2023-09-12 16:32:56";2.4;2000;3
1910;"2023-09-12 16:32:57";4.3;2000;3
1911;"2023-09-12 16:32:58";1.8;2000;3
1912;"2023-09-12 16:32:59";3.7;2000;3
1913;"2023-09-12 16:33:00";3.4;2000;3
1914;"2023-09-12 16:33:01";4.0;2000;3
1915;"2023-09-12 16:33:02";3.0;2000;3
1916;"2023-09-12 16:33:03";1.2;2000;3
1917;"2023-09-12 16:33:04";0.7;2000;3
1918;"2023-09-12 16:33:05";2.4;2000;3
1919;"2023-09-12 16:33:06";1.8;2000;3
1920;"2023-09-12 16:33:07";2.0;2000;3
1921;"2023-09-12 16:33:08";1.1;2000;3
1922;"2023-09-12 16:33:09";1.6;2000;3
1923;"2023-09-12 16:33:10";1.6;2000;3
1924;"2023-09-12 16:33:11";3.6;2000;3
1925;"2023-09-12 16:33:12";0.9;2000;3
1926;"2023-09-12 16:33:13";1.3;2000;3
1927;"2023-09-12 16:33:14";1.6;2000;3
1928;"2023-09-12 16:33:15";1.0;2000;3
1929;"2023-09-12 16:33:16";-0.1;2000;3
1930;"2023-09-12 16:33:17";6.2;2000;3
1931;"2023-09-12 16:33:18";8.7;2000;3
1932;"2023-09-12 16:33:19";10.4;2000;3
1933;"2023-09-12 16:33:20";24.6;2000;3
1934;"2023-09-12 16:33:21";12.4;2000;3
1935;"2023-09-12 16:33:22";13.1;2000;3
1936;"2023-09-12 16:33:23";9.8;2000;3
1937;"2023-09-12 16:33:24";9.3;2000;3
1938;"2023-09-12 16:33:25";18.9;2000;3
1939;"2023-09-12 16:33:26";10.7;2000;3
1940;"2023-09-12 16:33:27";18.3;2000;3
1941;"2023-09-12 16:33:28";12.7;2000;3
1942;"2023-09-12 16:33:29";8.2;2000;3
1943;"2023-09-12 16:33:30";8.0;2000;3
1944;"2023-09-12 16:33:31";7.6;2000;3
1945;"2023-09-12 16:33:32";10.7;2000;3
1946;"2023-09-12 16:33:33";6.0;2000;3
1947;"2023-09-12 16:33:34";6.2;2000;3
1948;"2023-09-12 16:33:35";9.3;2000;3
1949;"2023-09-12 16:33:36";6.1;2000;3
1950;"2023-09-12 16:33:37";7.1;2000;3
1951;"2023-09-12 16:33:38";8.3;2000;3
1952;"2023-09-12 16:33:39";7.7;2000;3
1953;"2023-09-12 16:33:40";5.6;2000;3
1954;"2023-09-12 16:33:41";6.9;2000;3
1955;"2023-09-12 16:33:42";9.9;2000;3
1956;"2023-09-12 16:33:43";9.3;2000;3
1957;"2023-09-12 16:33:44";8.9;2000;3
1958;"2023-09-12 16:33:45";9.5;2000;3
1959;"2023-09-12 16:33:46";9.7;2000;3
1960;"2023-09-12 16:33:47";10.7;2000;3
1961;"2023-09-12 16:33:48";11.5;2000;3
1962;"2023-09-12 16:33:49";9.5;2000;3
1963;"2023-09-12 16:33:50";11.9;2000;3
1964;"2023-09-12 16:33:51";9.8;2000;3
1965;"2023-09-12 16:33:52";8.0;2000;3
1966;"2023-09-12 16:33:53";13.5;2000;3
1967;"2023-09-12 16:33:54";8.7;2000;3
1968;"2023-09-12 16:33:55";10.3;2000;3
1969;"2023-09-12 16:33:56";19.7;2000;3
1970;"2023-09-12 16:33:57";9.9;2000;3
1971;"2023-09-12 16:33:58";18.7;2000;3
1972;"2023-09-12 16:33:59";15.6;2000;3
1973;"2023-09-12 16:34:00";18.4;2000;3
1974;"2023-09-12 16:34:01";10.4;2000;3
1975;"2023-09-12 16:34:02";8.1;2000;3
1976;"2023-09-12 16:34:03";12.8;2000;3
1977;"2023-09-12 16:34:04";6.1;2000;3
1978;"2023-09-12 16:34:05";11.5;2000;3
1979;"2023-09-12 16:34:06";7.3;2000;3
1980;"2023-09-12 16:34:07";8.1;2000;3
1981;"2023-09-12 16:34:08";8.5;2000;3
1982;"2023-09-12 16:34:09";9.7;2000;3
1983;"2023-09-12 16:34:10";7.9;2000;3
1984;"2023-09-12 16:34:11";8.2;2000;3
1985;"2023-09-12 16:34:12";7.2;2000;3
1986;"2023-09-12 16:34:13";9.5;2000;3
1987;"2023-09-12 16:34:14";7.9;2000;3
1988;"2023-09-12 16:34:15";8.8;2000;3
1989;"2023-09-12 16:34:16";10.0;2000;3
1990;"2023-09-12 16:34:17";9.6;2000;3
1991;"2023-09-12 16:34:18";8.5;2000;3
1992;"2023-09-12 16:34:19";8.6;2000;3
1993;"2023-09-12 16:34:20";8.8;2000;3
1994;"2023-09-12 16:34:21";9.1;2000;3
1995;"2023-09-12 16:34:22";8.5;2000;3
1996;"2023-09-12 16:34:23";8.3;2000;3
1997;"2023-09-12 16:34:24";6.4;2000;3
1998;"2023-09-12 16:34:25";12.1;2000;3
1999;"2023-09-12 16:34:26";46.9;2000;3
2000;"2023-09-12 16:34:28";9.9;2000;3
2001;"2023-09-12 16:34:29";10.7;2000;3
2002;"2023-09-12 16:34:30";7.5;2000;3
2003;"2023-09-12 16:34:31";7.8;2000;3
2004;"2023-09-12 16:34:32";8.5;2000;3
2005;"2023-09-12 16:34:33";9.2;2000;3
2006;"2023-09-12 16:34:34";8.6;2000;3
2007;"2023-09-12 16:34:35";14.2;2000;3
2008;"2023-09-12 16:34:36";13.8;2000;3
2009;"2023-09-12 16:34:37";21.7;2000;3
2010;"2023-09-12 16:34:38";10.5;2000;3
2011;"2023-09-12 16:34:39";16.4;2000;3
2012;"2023-09-12 16:34:40";37.0;2000;3
2013;"2023-09-12 16:34:41";18.0;2000;3
2014;"2023-09-12 16:34:42";16.5;2000;3
2015;"2023-09-12 16:34:43";29.0;2000;3
2016;"2023-09-12 16:34:44";34.6;2000;3
2017;"2023-09-12 16:34:45";17.9;2000;3
2018;"2023-09-12 16:34:46";12.5;2000;3
2019;"2023-09-12 16:34:47";12.2;2000;3
2020;"2023-09-12 16:34:48";12.0;2000;3
2021;"2023-09-12 16:34:49";12.8;2000;3
2022;"2023-09-12 16:34:50";11.0;2000;3
2023;"2023-09-12 16:34:51";8.8;2000;3
2024;"2023-09-12 16:34:52";1.8;2000;3
2025;"2023-09-12 16:34:53";3.7;2000;3
2026;"2023-09-12 16:34:54";3.1;2000;3
2027;"2023-09-12 16:34:55";2.2;2000;3
2028;"2023-09-12 16:34:56";3.1;2000;3
2029;"2023-09-12 16:34:57";8.2;2000;3
2030;"2023-09-12 16:34:58";5.9;2000;3
2031;"2023-09-12 16:34:59";2.6;2000;3
2032;"2023-09-12 16:35:00";3.9;2000;3
2033;"2023-09-12 16:35:01";1.8;2000;3
2034;"2023-09-12 16:35:02";4.8;2000;3
2035;"2023-09-12 16:35:03";7.2;2000;3
2036;"2023-09-12 16:35:04";4.7;2000;3
2037;"2023-09-12 16:35:05";3.9;2000;3
